id,title,content,content_more,latitude,longitude,maplink,address,monday,tuesday,wednesday,thursday,friday ,saturday,sunday,contact,category,fee,in_outDoor,rating,website_link,photo_main,is_published,published_date,user
111,14 Living Story,"14 Living Story is an intriguing shop in Penang filled with all sorts of unique items that make it a must-visit destination for souvenir hunters. With its eclectic mix of handcrafted goods, home decor, and quirky accessories,","you’re sure to find something special to take home. The shop's inviting atmosphere and thoughtfully curated selections create a delightful shopping experience, making it easy to explore and discover hidden gems. Whether you're searching for the perfect gift or a memorable keepsake from your trip, 14 Living Story promises to offer a variety of unique souvenirs that reflect the charm and creativity of Penang.",5.4148937,100.338022,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.013628680778!2d100.33802159999999!3d5.414893700000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3920380b3d3%3A0xc55b8f2d0f912cca!2s14%20Living%20Story!5e0!3m2!1sen!2smy!4v1729919356325!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","14, Lbh Armenian, George Town, 10200 George Town, Pulau Pinang",10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,04-261 0352,Local Crafts and Souvenirs,-,Indoor,4.6,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHJUMI9gRTpgyP5szSyVU2Tvyo0pNldJaCDA&s,1,2/3/2025 14:55,1
112,The Heritage Cat,"The Heritage Cat is a delightful shop in Penang that is a must-visit for cat lovers. The super friendly staff always greet you with smiles, creating a warm and welcoming atmosphere, regardless of whether you make a purchase. T","he shop features an adorable collection of cute and authentic cat-themed products, all offered at affordable prices. You can feel the owner's passion for cats in every carefully curated item, making it a joy to browse through the charming selection. Whether you’re looking for a special gift or simply want to indulge your love for feline friends, The Heritage Cat is a perfect stop to explore and enjoy!",5.4148063,100.336701,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.0142030075185!2d100.33670140000001!3d5.41480630000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac38dd0e1ebc1%3A0x731dba1dc8064938!2sThe%20Heritage%20Cat!5e0!3m2!1sen!2smy!4v1729919370852!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","58, Lebuh Acheh, George Town, 10300 George Town, Pulau Pinang",9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,-,Local Crafts and Souvenirs,-,Indoor,4.8,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsiz_-jHeo38B0Q5jST9b1FaAF48S5SC9Eog&s,1,3/3/2025 14:55,1
113,TIMURA,"TIMURA invites you to step inside and be inspired by the artistry and talent of the Land of Smiles. Each piece in our collection is an authentic expression, handcrafted by skilled artisans, showcasing their dedication and crea","tivity. From exquisite handicrafts and vibrant paintings to intricate batik, decorative items, and stylish wardrobe accessories, every product reflects the highest quality and craftsmanship. We welcome you to bring home a piece of our craft as a memento of your wonderful vacation. Enjoy your experience at TIMURA, where every item tells a story and celebrates the rich cultural heritage of our region.",5.4137472,100.339478,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.0211618776298!2d100.33728971744384!3d5.413747200000009!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac38d93423edd%3A0x7b998469f85a2b88!2sTIMURA!5e0!3m2!1sen!2smy!4v1729919386509!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","174, Victoria St, Georgetown, 10300 George Town, Penang",10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,012-470 3815,Local Crafts and Souvenirs,-,Indoor,4.9,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtG9Omj-KExrCOUfwXM7SnqsB3nDb-nSD3PA&s,1,4/3/2025 14:55,1
114,Gravityz (The TOP),"Perched 239m above ground on the 65th floor of Menara Komtar in George Town, Penang, The Gravityz comprises six obstacle challenges that will test your balance, concentration, and most importantly, fear of heights.",.,5.4145728,100.3297271,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.062951676617!2d100.31942734517756!3d5.414572713033115!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3e40c2cd653%3A0xf7385810205f6bab!2sThe%20Gravityz!5e0!3m2!1sen!2smy!4v1730015607326!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Level 65, The TOP Penang, No. 1, Komtar, Jalan Penang, 10000 George Town, Penang, Malaysia",11:00 am-7:00 pm,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,123368074,Adventures,RM 205 (Pelango),Outdoor,4.8,https://thetop.com.my/,https://4.bp.blogspot.com/-IOQBjNSRfaE/WoU86Wb6vII/AAAAAAAANAQ/zzAZxPcYbW83OpAy76Ytmx0gtKQOYKP2QCEwYBhgL/s1600/DSC04730.jpg,1,5/3/2025 14:55,1
115,ESCAPE Penang,"ESCAPE is the fun destination with exciting rides and games hosted in a natural environment.
ESCAPE re-introduces the play and values of yesteryear so to inject reality into a world overdependent on an isolation-inducing elec","tronic lifestyle. Through fun activities, with an emphasis on self-directed and self-powered play, the visitor experiences Low Tech, High Fun.
ESCAPE demonstrates there’s no age limit to having fun as the rides and games are designed for a wide range of age groups, abilities, and energy levels.",5.4497405,100.214038,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.135623929054!2d100.2037382451818!3d5.449740412475075!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3a45d25df75%3A0xe55b46784fbcb260!2sESCAPE%20Penang!5e0!3m2!1sen!2smy!4v1730015626178!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","828, Jalan Teluk Bahang, 11050 Teluk Bahang, Penang, Malaysia",Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,04-8811106,Adventures,RM180,Outdoor,4.6,https://www.escape.my/,https://image.kkday.com/v2/image/get/s1.kkday.com/product_30520/20190909090058_lFm1t/jpg,1,6/3/2025 14:55,1
116,Adventure Zone Batu Ferringhi,"Housed within an air-conditioned facility, three categories of exciting drop slides and multiple sections of modular play equipment create a fun-filled environment for children. The facility also includes a multi-use reception","area, retail and snack counter, toddler zone and child-friendly restrooms.",5.4776922,100.2521181,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15886.394303803301!2d100.24181834518518!3d5.477692112031614!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ae7fcf95b3beb%3A0xe00aa4cc3d2a0be3!2sAdventure%20Zone!5e0!3m2!1sen!2smy!4v1730015640978!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Golden Sands Resort, Jalan Batu Ferringhi, 11100 Batu Ferringhi, Penang, Malaysia",10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,48861911,Adventures,RM50,Indoor,4.3,shangri-la.com/penang,https://media-cdn.tripadvisor.com/media/photo-s/13/3c/15/de/photo0jpg.jpg,1,7/3/2025 14:55,1
117,Rainbow Skywalk (The TOP),"Ever wonder what a bird’s eye view of Penang is like? The Rainbow Skywalk and Observatory Deck offer stunning seamless views of George Town and beyond. Located at George Town’s highest point, the Open-air Rainbow Skywalk i","s at Level 68, on the rooftop of Komtar tower, offering visitors the thrilling experience of walking on air 816 feet above sea level. Meanwhile, the air-conditioned Observatory Deck at Level 65 also features a glass walkway that lets you watch the world go by below.
Also on the rooftop, Top View restaurant & lounge @ 68th offers great tapas food and cocktails as well as a great view. Enjoy the feeling of being on the top of the world.",5.4145728,100.3297271,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.060013136059!2d100.31929824517758!3d5.414684513031342!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac395ce57585b%3A0x97bd4141e4a0e4a0!2sRainbow%20Skywalk%2C%20Penang%20Attractions!5e0!3m2!1sen!2smy!4v1730015655292!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Level 68, The TOP Penang, No. 1, Komtar, Jalan Penang, 10000 George Town, Penang, Malaysia",10:00 am-10:00 pm,10:00 am-7:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,43759800,Adventures,RM52,Outdoor,4.6,https://thetop.com.my/rainbow-skywalk/,https://images.musement.com/cover/0143/93/thumb_14292842_cover_header.jpeg,1,8/3/2025 14:55,1
118,Bukit Katak ATV Adventure,"track: sungai, hutan, air, sawah padi, curam bukit, puncak froghill",.,5.4066564,100.4188846,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.42478942057!2d100.46506624518048!3d5.438798512648683!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304acfe7098e141b%3A0x72e076267448c4c4!2sBukit%20Katak%20ATV%20Adventure!5e0!3m2!1sen!2smy!4v1730015680436!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Frog Hill, Kampung Permatang Pasir, 13200 Kepala Batas, Penang, Malaysia",8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,"
018-5776411 (iwan)
018-943 7855 (nurul)",Adventures,RM90/unit selama 1-1.30Jam,Outdoor,5,"https://www.facebook.com/Bukit-Katak-ATV-Adventure-Frog-Hill-100649852508122/
https://www.instagram.com/atv_froghill/",https://th.bing.com/th/id/OIP.KPw0SZPcQ35m3-ptedlNdQHaHa?rs=1&pid=ImgDetMain,1,9/3/2025 14:55,1
119,TCL ATV Extreme,"TCL ATV EXTREME, based in Penang, Malaysia, is your gateway to exhilarating ATV fun ride experiences. Nestled amidst the scenic beauty of jungles, paddy fields, lakesides, and seaside vistas, we offer a thrilling array of ATV","adventures for enthusiasts of all ages. Whether you seek the adrenaline rush of a daytime excursion, the mesmerizing hues of a sunset ride, or the excitement of a safari adventure, TCL ATV EXTREME promises unforgettable journeys through nature's wonders.",5.3623864,100.2088634,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15890.141294988976!2d100.19074324516806!3d5.3349148142976155!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac30016c4097f%3A0xe38b22e1600f6af1!2sPENANG%20ATV%20TCL%20EXTREME%20-%20BALIK%20PULAU!5e0!3m2!1sen!2smy!4v1730015700464!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","No. 1, Jalan Bukit Katak, 13200 Kepala Batas, Penang, Malaysia",10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,127756338,Adventures,"1 Hours (ATV 1 Rider)
RM 100.00
* +1 Person + RM30.00",Outdoor,5,https://www.facebook.com/TCL-ATV-Extreme-107325467339726/,https://www.newpages.com.my/images/company/825198/logo825198.jpg,1,10/3/2025 14:55,1
120,Langur Way Canopy Walk,"Experience this 2.3-km loop trail near Penang Hill, Penang. Generally considered an easy route, it takes an average of 40 min to complete. This trail is great for birding, hiking, and running, and it's unlikely you'll encounte",r many other people while exploring. The trail is Open year-round and is beautiful to visit anytime.,5.4243596,100.262088,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.819331396093!2d100.25576604517866!3d5.4238337128861485!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac27985a365f7%3A0xadc0f25ed940c42!2sLangur%20Way%20Canopy%20Walk!5e0!3m2!1sen!2smy!4v1730015715804!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Entopia by Penang Butterfly Farm, 830, Jalan Teluk Bahang, 11050 George Town, Penang, Malaysia",Open,Open,Open,Open,Open,Open,Open,-,Adventures,-,Outdoor,4.8,https://thehabitat.my/,https://th.bing.com/th/id/OIP.DorjfbaW7kiyZcfiZ2iDSQHaE8?rs=1&pid=ImgDetMain,1,11/3/2025 14:55,1
121,Baby Shark Adventure Ville @ Queensbay Mall,Kids playground,.,5.3331774,100.3066084,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15890.186285600474!2d100.29630864516787!3d5.333177314325201!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac1c7d80d8621%3A0x77c8f14550584326!2sBaby%20Shark%20Adventure%20Ville%20%40%20Queensbay%20Mall!5e0!3m2!1sen!2smy!4v1730015730946!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Queensbay Mall, 100, Persiaran Bayan Indah, 11900 Bayan Lepas, Penang, Malaysia",10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,-,Adventures,RM38,Indoor,3,https://www.facebook.com/BabySharkAdventureVille/,https://images.t2u.io/upload/event/listing/0-27167-AWSS3e980c976-6813-4ee8-8959-210be0b6e662-1XWG.jpg,1,12/3/2025 14:55,1
122,Penang ATV Eco Tour Balik Pulau,"Penang ATV Eco Tour has officially Opened to the public in 2015 but there are some who still do not know about it. Offering an awesome adventure for the entire family, here you can take a 10km ATV ride and explore the breathta",king scenery of Balik Pulau.,5.3198557,100.2009391,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15890.530750531165!2d100.19321424516629!3d5.31985561453674!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304aeb255766304f%3A0xca68112875c0a60e!2sPenang%20ATV%20Eco%20Tour%20Balik%20Pulau!5e0!3m2!1sen!2smy!4v1730015742526!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","240 MK, Kampung Perlis, 11000 Balik Pulau, Penang",9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,013-480 3866,Adventures,"RM80 while Double Rider ATV, at RM130 per session",Outdoor,4.5,https://www.facebook.com/Penang-ATV-Eco-Tour-Balik-Pulau-100649852508122/,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/de/cb/4d.jpg,1,13/3/2025 14:55,1
123,Kidland Penang,Kids playground,.,5.414683,100.331112,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.08006655307!2d100.32158644517747!3d5.413921513043453!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac394224248b7%3A0xa803a68649680657!2sKidland%20Penang!5e0!3m2!1sen!2smy!4v1730015755156!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Level 4, KOMTAR, Jalan Penang, 10000 George Town, Penang, Malaysia",11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,42617652,Adventures,-,Indoor,4.1,-,https://media-cdn.tripadvisor.com/media/photo-s/0c/e4/2e/61/the-kidland-s-adventure.jpg,1,14/3/2025 14:55,1
124,ATV EXTREME GUA KELAWAR,"Extreme ATV adventure at Balik Pulau, Gua Kelawar, Penang",.,5.3298706,100.2210399,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15890.271871102952!2d100.21331504516748!3d5.329870514377711!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304aebf78b1a543d%3A0xc48cb83f266231b9!2sATV%20EXTREME%20GUA%20KELAWAR!5e0!3m2!1sen!2smy!4v1730016175714!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Jalan Gua Kelawar, 11000 Balik Pulau, Penang",9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,019-597 3194,Adventures,-,Outdoor,5,https://www.facebook.com/people/Atv-Extreme-Gua-Kelawar-Balik-Pulau-Penang/100085786725230/,assets/img/atv_extreme_gua_kelawar.jpg,1,15/3/2025 14:55,1
125,Penang Hill Heritage Trail,Longer track but more easy to climb,.,5.4105491,100.2735254,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d63552.894122241814!2d100.23613181159482!3d5.408459810023076!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3f3412fec01%3A0xb3fcb21a21036fa3!2sPenang%20Hill%20Heritage%20Trail!5e0!3m2!1sen!2smy!4v1730016041871!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Trail leading to Penang Hill, accessible from the base in Air Itam or the Botanic Gardens, Penang",Open,Open,Open,Open,Open,Open,Open,-,Adventures,-,Outdoor,4.2,-,assets/img/penang_hill_heritage_trail.jpg,1,16/3/2025 14:55,1
